year,pid,player,pos,posgroup,win_k,win_dollars,sf_ecr,overall_rank,rank_used,rank_src,par,dollars_per_par,skill_tier,idp_par_rank,idp_tier,tier,total_bids,forced,overtakes,duration_hrs,nominator,winner,self_nom
2023,14907,Grant Delpit,S,IDP,2.0,2000.0,,,,,125.0,16.0,,10,IDP2_7-12,IDP2_7-12,2,1,0,24.02,Real Deal Creel,Real Deal Creel,True
2023,11938,Adam Thielen,WR,SKILL,4.0,4000.0,218.3,254.0,218.3,sf_ecr,17.4,229.9,T7_150+,,,T7_150+,2,0,1,24.65,CBP,HammerTime 🔨 ⏰,False
2023,15696,Bailey Zappe,QB,SKILL,2.0,2000.0,,,,,-4.1,,unranked,,,unranked,2,0,1,30.19,Cleon Ca$h,Gride,False
2023,14896,Patrick Queen,LB,IDP,2.0,2000.0,,,,,141.5,14.1,,8,IDP2_7-12,IDP2_7-12,2,0,1,41.28,Cleon Ca$h,Hawks,False
2023,14218,Bobby Okereke,LB,IDP,2.0,2000.0,,,,,149.0,13.4,,5,IDP1_1-6,IDP1_1-6,2,0,1,29.52,Hawks,HammerTime 🔨 ⏰,False
2023,11228,Robert Woods,WR,SKILL,3.0,3000.0,264.6,360.0,264.6,sf_ecr,-7.7,,T7_150+,,,T7_150+,2,0,1,27.83,CBP,HammerTime 🔨 ⏰,False
2023,14080,Devin Singletary,RB,SKILL,4.0,4000.0,172.6,269.0,172.6,sf_ecr,17.7,226.0,T7_150+,,,T7_150+,4,2,1,46.75,CBP,Gride,False
2023,14076,Trayveon Williams,RB,SKILL,4.0,4000.0,,297.0,297.0,redraft_ovr,0.0,,T7_150+,,,T7_150+,4,0,3,49.47,The Long Haulers,Pure Greatness,False
2023,13134,D'Onta Foreman,RB,SKILL,12.0,12000.0,185.0,296.0,185.0,sf_ecr,-22.6,,T7_150+,,,T7_150+,7,2,4,52.69,Gride,Pure Greatness,False
2023,12447,Raheem Mostert,RB,SKILL,10.0,10000.0,226.5,198.0,226.5,sf_ecr,85.7,116.7,T7_150+,,,T7_150+,10,2,7,71.04,Sex Manther,Blake Bombers,False
2023,13608,Rashaad Penny,RB,SKILL,15.0,15000.0,153.9,230.0,153.9,sf_ecr,0.0,,T7_150+,,,T7_150+,9,6,2,49.01,Sex Manther,HammerTime 🔨 ⏰,False
2023,13251,Budda Baker,S,IDP,2.0,2000.0,,,,,84.1,23.8,,12,IDP2_7-12,IDP2_7-12,2,0,1,24.49,C-Town Chivalry,Blake Bombers,False
2023,14224,Chauncey Gardner-Johnson,S,IDP,4.0,4000.0,,226.0,226.0,redraft_ovr,19.4,206.2,,22,IDP3_13-24,IDP3_13-24,3,1,1,24.54,Real Deal Creel,Sex Manther,False
2023,13702,Josey Jewell,LB,IDP,2.0,2000.0,,,,,16.0,125.0,,23,IDP3_13-24,IDP3_13-24,2,0,1,33.23,Pure Greatness,Blake Bombers,False
2023,13307,Matt Milano,LB,IDP,2.0,2000.0,,218.0,218.0,redraft_ovr,38.5,51.9,,20,IDP3_13-24,IDP3_13-24,2,0,1,28.88,Real Deal Creel,The Long Haulers,False
2023,13952,Frankie Luvu,LB,IDP,4.0,4000.0,,,,,72.0,55.6,,14,IDP3_13-24,IDP3_13-24,4,2,1,33.79,Blake Bombers,Pure Greatness,False
2023,14171,Brian Burns,DE,IDP,5.0,5000.0,,,,,59.0,84.7,,16,IDP3_13-24,IDP3_13-24,4,3,0,24.04,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2023,13733,Shaquille Leonard,LB,IDP,4.0,4000.0,,,,,3.5,1142.9,,24,IDP3_13-24,IDP3_13-24,2,0,1,28.53,Blake Bombers,HammerTime 🔨 ⏰,False
2023,13245,Haason Reddick,DE,IDP,4.0,4000.0,,194.0,194.0,redraft_ovr,47.5,84.2,,18,IDP3_13-24,IDP3_13-24,2,1,0,24.0,L.A. Looks,L.A. Looks,True
2023,14630,A.J. Cole,PN,KP,2.0,2000.0,,,,,163.0,12.3,,,,kp,2,0,1,31.95,L.A. Looks,The Long Haulers,False
2023,14798,Zack Moss,RB,SKILL,4.0,4000.0,292.3,322.0,292.3,sf_ecr,14.1,283.7,T7_150+,,,T7_150+,4,2,1,35.69,CBP,Real Deal Creel,False
2023,13680,Hayden Hurst,TE,SKILL,3.0,3000.0,236.5,343.0,236.5,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,47.41,The Long Haulers,L.A. Looks,False
2023,11757,"Donald, Aaron",DT,IDP,5.0,5000.0,,,,,97.0,51.5,,11,IDP2_7-12,IDP2_7-12,4,0,3,53.87,The Long Haulers,Cleon Ca$h,False
2023,14861,Juwan Johnson,TE,SKILL,2.0,2000.0,184.7,219.0,184.7,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,31.51,Hawks,Gride,False
2023,12678,Tyler Higbee,TE,SKILL,9.0,9000.0,223.5,231.0,223.5,sf_ecr,-43.9,,T7_150+,,,T7_150+,5,2,2,28.11,Hawks,Hawks,True
2023,11728,C.J. Mosley,LB,IDP,3.0,3000.0,,,,,133.0,22.6,,9,IDP2_7-12,IDP2_7-12,3,0,2,52.85,Pure Greatness,Pure Greatness,True
2023,12795,Matt Judon,DE,IDP,2.0,2000.0,,,,,42.5,47.1,,19,IDP3_13-24,IDP3_13-24,2,0,1,29.49,Blake Bombers,Hawks,False
2023,14105,Marquise Brown,WR,SKILL,37.0,37000.0,79.6,140.0,79.6,sf_ecr,4.3,8604.7,T5_76-100,,,T5_76-100,15,2,12,101.35,Blake Bombers,Cleon Ca$h,False
2023,13837,Zaire Franklin,LB,IDP,2.0,2000.0,,,,,143.5,13.9,,7,IDP2_7-12,IDP2_7-12,2,1,0,24.01,Gride,Gride,True
2023,13133,Samaje Perine,RB,SKILL,2.0,2000.0,174.9,204.0,174.9,sf_ecr,-9.4,,T7_150+,,,T7_150+,2,1,0,24.06,Real Deal Creel,Real Deal Creel,True
2023,10292,Cameron Jordan,DT,IDP,3.0,3000.0,,,,,20.0,150.0,,21,IDP3_13-24,IDP3_13-24,2,0,1,48.5,Pure Greatness,Blake Bombers,False
2023,13139,Jamaal Williams,RB,SKILL,4.0,4000.0,145.0,192.0,145.0,sf_ecr,-38.7,,T6_101-150,,,T6_101-150,4,2,1,24.37,Sex Manther,HammerTime 🔨 ⏰,False
2023,10697,Ryan Tannehill,QB,SKILL,5.0,5000.0,165.7,260.0,165.7,sf_ecr,-29.6,,T7_150+,,,T7_150+,2,0,1,39.55,Sex Manther,Blake Bombers,False
2023,14983,Tyler Bass,PK,KP,2.0,2000.0,,268.0,268.0,redraft_ovr,111.0,18.0,,,,kp,2,1,0,24.46,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2023,13713,Minkah Fitzpatrick,S,IDP,4.0,4000.0,,,,,66.4,60.2,,15,IDP3_13-24,IDP3_13-24,3,1,1,25.17,Cleon Ca$h,HammerTime 🔨 ⏰,False
2023,12652,Michael Thomas,WR,SKILL,6.0,6000.0,180.0,183.0,180.0,sf_ecr,-11.9,,T7_150+,,,T7_150+,3,1,1,25.69,L.A. Looks,Hawks,False
2023,11761,Jerick McKinnon,RB,SKILL,8.0,8000.0,225.2,202.0,225.2,sf_ecr,-7.2,,T7_150+,,,T7_150+,4,0,3,33.71,L.A. Looks,L.A. Looks,True
2023,10775,Bobby Wagner,LB,IDP,2.0,2000.0,,,,,163.0,12.3,,4,IDP1_1-6,IDP1_1-6,2,0,1,46.88,C-Town Chivalry,L.A. Looks,False
2023,13674,Dallas Goedert,TE,SKILL,22.0,22000.0,81.2,84.0,81.2,sf_ecr,12.0,1833.3,T5_76-100,,,T5_76-100,7,2,4,24.93,Pure Greatness,Pure Greatness,True
2023,13630,Courtland Sutton,WR,SKILL,10.0,10000.0,131.0,159.0,131.0,sf_ecr,19.4,515.5,T6_101-150,,,T6_101-150,7,5,1,48.07,CBP,L.A. Looks,False
2023,13163,Chris Godwin,WR,SKILL,27.0,27000.0,62.6,61.0,62.6,sf_ecr,27.2,992.6,T4_51-75,,,T4_51-75,12,4,7,74.79,CBP,Gride,False
2023,11222,Keenan Allen,WR,SKILL,28.0,28000.0,110.9,39.0,110.9,sf_ecr,167.7,167.0,T6_101-150,,,T6_101-150,11,9,1,24.74,Blake Bombers,Pure Greatness,False
2023,13590,Baker Mayfield,QB,SKILL,5.0,5000.0,170.7,259.0,170.7,sf_ecr,105.9,47.2,T7_150+,,,T7_150+,5,2,2,33.17,Hawks,The Long Haulers,False
2023,14127,Jakobi Meyers,WR,SKILL,5.0,5000.0,140.4,213.0,140.4,sf_ecr,29.5,169.5,T6_101-150,,,T6_101-150,3,0,2,32.69,Hawks,Hawks,True
2023,13198,Myles Garrett,DE,IDP,13.0,13000.0,,,,,144.0,90.3,,6,IDP1_1-6,IDP1_1-6,11,4,6,116.49,Sex Manther,Sex Manther,True
2023,10976,Justin Tucker,PK,KP,2.0,2000.0,,209.0,209.0,redraft_ovr,132.9,15.0,,,,kp,2,1,0,24.02,Sex Manther,Sex Manther,True
2023,14179,Julian Love,S,IDP,4.0,4000.0,,,,,173.8,23.0,,2,IDP1_1-6,IDP1_1-6,4,2,1,48.04,Gride,Sex Manther,False
2023,13131,Joe Mixon,RB,SKILL,41.0,41000.0,92.3,33.0,92.3,sf_ecr,22.5,1822.2,T5_76-100,,,T5_76-100,12,6,5,50.07,Gride,HammerTime 🔨 ⏰,False
2023,7836,Aaron Rodgers,QB,SKILL,50.0,50000.0,101.2,173.0,101.2,sf_ecr,-15.7,,T6_101-150,,,T6_101-150,9,6,2,42.3,Real Deal Creel,Cleon Ca$h,False
2023,13714,Derwin James,S,IDP,9.0,9000.0,,,,,170.6,52.8,,3,IDP1_1-6,IDP1_1-6,4,1,2,47.54,HammerTime 🔨 ⏰,Real Deal Creel,False
2023,13214,T.J. Watt,DE,IDP,8.0,8000.0,,,,,206.0,38.8,,1,IDP1_1-6,IDP1_1-6,6,3,2,48.48,HammerTime 🔨 ⏰,Sex Manther,False
2023,12626,Derrick Henry,RB,SKILL,94.0,94000.0,71.2,21.0,71.2,sf_ecr,53.8,1747.2,T4_51-75,,,T4_51-75,30,14,15,144.9,Real Deal Creel,Real Deal Creel,True
2024,13168,Josh Reynolds,WR,SKILL,3.0,3000.0,263.9,,263.9,sf_ecr,1.3,2307.7,T7_150+,,,T7_150+,3,0,2,54.29,The Long Haulers,Sex Manther,False
2024,15970,Lucas Krull,TE,SKILL,2.0,2000.0,,,,,0.0,,unranked,,,unranked,2,0,1,24.28,Sex Manther,Gride,False
2024,9064,Joe Flacco,QB,SKILL,3.0,3000.0,359.9,372.0,359.9,sf_ecr,19.3,155.4,T7_150+,,,T7_150+,3,0,2,57.91,Real Deal Creel,Gride,False
2024,14974,Darnell Mooney,WR,SKILL,2.0,2000.0,198.4,278.0,198.4,sf_ecr,57.1,35.0,T7_150+,,,T7_150+,2,1,0,28.97,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2024,15257,Trey Sermon,RB,SKILL,3.0,3000.0,261.4,325.0,261.4,sf_ecr,8.5,352.9,T7_150+,,,T7_150+,3,1,1,46.18,L.A. Looks,Real Deal Creel,False
2024,11706,Jadeveon Clowney,DE,IDP,2.0,2000.0,,,,,0.5,4000.0,,30,IDP4_25+,IDP4_25+,2,0,1,26.02,The Long Haulers,Hawks,False
2024,15693,Sam Howell,QB,SKILL,4.0,4000.0,156.2,371.0,156.2,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,24.87,Gride,Sex Manther,False
2024,16858,Mason Tipton,WR,SKILL,3.0,3000.0,,,,,-15.0,,unranked,,,unranked,3,1,1,47.63,Gride,Real Deal Creel,False
2024,14137,Noah Fant,TE,SKILL,4.0,4000.0,176.5,289.0,176.5,sf_ecr,0.0,,T7_150+,,,T7_150+,3,0,2,48.21,Real Deal Creel,Real Deal Creel,True
2024,14079,Miles Sanders,RB,SKILL,3.0,3000.0,237.2,363.0,237.2,sf_ecr,-5.5,,T7_150+,,,T7_150+,3,0,2,60.08,The Long Haulers,Hawks,False
2024,16633,Jordan Whittington,WR,SKILL,2.0,2000.0,336.3,211.0,336.3,sf_ecr,-9.7,,T7_150+,,,T7_150+,2,0,1,26.28,C-Town Chivalry,The Long Haulers,False
2024,13154,Mike Williams,WR,SKILL,3.0,3000.0,177.5,255.0,177.5,sf_ecr,-1.4,,T7_150+,,,T7_150+,3,1,1,46.29,Gride,L.A. Looks,False
2024,14086,Justice Hill,RB,SKILL,4.0,4000.0,263.2,297.0,263.2,sf_ecr,-5.0,,T7_150+,,,T7_150+,4,2,1,44.54,Gride,Blake Bombers,False
2024,15752,Treylon Burks,WR,SKILL,4.0,4000.0,209.7,375.0,209.7,sf_ecr,0.0,,T7_150+,,,T7_150+,4,1,2,39.61,Blake Bombers,Blake Bombers,True
2024,13987,Robert Spillane,LB,IDP,2.0,2000.0,,,,,123.5,16.2,,12,IDP2_7-12,IDP2_7-12,2,0,1,46.98,Real Deal Creel,L.A. Looks,False
2024,15263,Elijah Mitchell,RB,SKILL,3.0,3000.0,,323.0,323.0,redraft_ovr,,,T7_150+,,,T7_150+,2,1,0,24.0,Real Deal Creel,Real Deal Creel,True
2024,14221,Quincy Williams,LB,IDP,3.0,3000.0,,,,,90.5,33.1,,18,IDP3_13-24,IDP3_13-24,3,1,1,44.18,L.A. Looks,Sex Manther,False
2024,15972,Jordan Mason,RB,SKILL,4.0,4000.0,290.9,257.0,290.9,sf_ecr,18.5,216.2,T7_150+,,,T7_150+,4,3,0,24.04,L.A. Looks,L.A. Looks,True
2024,14223,Alexander Mattison,RB,SKILL,7.0,7000.0,230.8,335.0,230.8,sf_ecr,-4.0,,T7_150+,,,T7_150+,7,1,5,64.23,The Long Haulers,Gride,False
2024,13592,Sam Darnold,QB,SKILL,7.0,7000.0,166.2,226.0,166.2,sf_ecr,118.5,59.1,T7_150+,,,T7_150+,6,2,3,67.49,Gride,Cleon Ca$h,False
2024,16649,Theo Johnson,TE,SKILL,5.0,5000.0,212.0,121.0,212.0,sf_ecr,0.0,,T7_150+,,,T7_150+,4,2,1,29.52,HammerTime 🔨 ⏰,Sex Manther,False
2024,15001,Kamren Curl,S,IDP,2.0,2000.0,,,,,41.2,48.5,,25,IDP4_25+,IDP4_25+,2,0,1,25.21,HammerTime 🔨 ⏰,Blake Bombers,False
2024,14803,Clyde Edwards-Helaire,RB,SKILL,2.0,2000.0,249.5,353.0,249.5,sf_ecr,,,T7_150+,,,T7_150+,2,0,1,24.84,Blake Bombers,Pure Greatness,False
2024,14322,T.J. Edwards,LB,IDP,4.0,4000.0,,,,,138.0,29.0,,7,IDP2_7-12,IDP2_7-12,4,0,3,52.81,Blake Bombers,CBP,False
2024,13675,Tyler Conklin,TE,SKILL,2.0,2000.0,242.4,259.0,242.4,sf_ecr,-1.6,,T7_150+,,,T7_150+,2,1,0,24.45,Pure Greatness,Pure Greatness,True
2024,14896,Patrick Queen,LB,IDP,2.0,2000.0,,,,,50.5,39.6,,22,IDP3_13-24,IDP3_13-24,2,1,0,24.01,Gride,Gride,True
2024,14995,Josh Metellus,S,IDP,2.0,2000.0,,,,,28.0,71.4,,28,IDP4_25+,IDP4_25+,2,0,1,30.77,Real Deal Creel,Blake Bombers,False
2024,10768,Lavonte David,LB,IDP,3.0,3000.0,,,,,143.0,21.0,,6,IDP1_1-6,IDP1_1-6,3,1,1,47.38,L.A. Looks,Hawks,False
2024,14907,Grant Delpit,S,IDP,3.0,3000.0,,,,,104.9,28.6,,13,IDP3_13-24,IDP3_13-24,3,0,2,48.12,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2024,15366,Jevon Holland,S,IDP,2.0,2000.0,,,,,0.0,,,31,IDP4_25+,IDP4_25+,2,0,1,24.21,HammerTime 🔨 ⏰,C-Town Chivalry,False
2024,14823,Rico Dowdle,RB,SKILL,11.0,11000.0,204.7,208.0,204.7,sf_ecr,20.9,526.3,T7_150+,,,T7_150+,9,7,1,30.18,Blake Bombers,L.A. Looks,False
2024,14590,Azeez Al-Shaair,LB,IDP,2.0,2000.0,,,,,45.5,44.0,,24,IDP3_13-24,IDP3_13-24,2,1,0,24.0,C-Town Chivalry,C-Town Chivalry,True
2024,14179,Julian Love,S,IDP,5.0,5000.0,,,,,156.3,32.0,,3,IDP1_1-6,IDP1_1-6,5,0,4,35.27,Cleon Ca$h,Cleon Ca$h,True
2024,14805,AJ Dillon,RB,SKILL,4.0,4000.0,,319.0,319.0,redraft_ovr,,,T7_150+,,,T7_150+,4,0,3,51.76,The Long Haulers,Pure Greatness,False
2024,14928,Logan Wilson,LB,IDP,3.0,3000.0,,,,,97.0,30.9,,15,IDP3_13-24,IDP3_13-24,3,0,2,29.38,The Long Haulers,C-Town Chivalry,False
2024,14800,J.K. Dobbins,RB,SKILL,9.0,9000.0,205.9,221.0,205.9,sf_ecr,38.8,232.0,T7_150+,,,T7_150+,7,2,4,70.47,Hawks,Hawks,True
2024,14852,Antonio Gibson,RB,SKILL,2.0,2000.0,182.7,254.0,182.7,sf_ecr,-2.6,,T7_150+,,,T7_150+,2,0,1,30.7,Real Deal Creel,Blake Bombers,False
2024,13172,Noah Brown,WR,SKILL,2.0,2000.0,253.8,,253.8,sf_ecr,2.2,909.1,T7_150+,,,T7_150+,2,0,1,47.11,L.A. Looks,Real Deal Creel,False
2024,16383,Ivan Pace,LB,IDP,2.0,2000.0,,,,,50.0,40.0,,23,IDP3_13-24,IDP3_13-24,2,0,1,32.7,L.A. Looks,The Long Haulers,False
2024,14871,Colby Parkinson,TE,SKILL,4.0,4000.0,259.8,282.0,259.8,sf_ecr,0.0,,T7_150+,,,T7_150+,3,2,0,24.05,Sex Manther,Sex Manther,True
2024,15723,Ty Chandler,RB,SKILL,9.0,9000.0,200.1,246.0,200.1,sf_ecr,-16.2,,T7_150+,,,T7_150+,5,3,1,46.09,Sex Manther,Real Deal Creel,False
2024,14412,Alex Singleton,LB,IDP,3.0,3000.0,,,,,31.0,96.8,,26,IDP4_25+,IDP4_25+,3,2,0,24.1,CBP,CBP,True
2024,14518,Jalen Thompson,S,IDP,3.0,3000.0,,,,,91.9,32.6,,17,IDP3_13-24,IDP3_13-24,3,2,0,24.17,Cleon Ca$h,Cleon Ca$h,True
2024,11247,Zach Ertz,TE,SKILL,4.0,4000.0,282.4,295.0,282.4,sf_ecr,21.1,189.6,T7_150+,,,T7_150+,4,1,2,36.81,Hawks,Hawks,True
2024,13418,Kendrick Bourne,WR,SKILL,2.0,2000.0,235.4,365.0,235.4,sf_ecr,-15.7,,T7_150+,,,T7_150+,2,0,1,47.25,Hawks,The Long Haulers,False
2024,13681,Bradley Chubb,DE,IDP,3.0,3000.0,,,,,0.0,,,32,IDP4_25+,IDP4_25+,3,1,1,42.8,Gride,L.A. Looks,False
2024,13133,Samaje Perine,RB,SKILL,3.0,3000.0,263.3,271.0,263.3,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,46.91,The Long Haulers,Blake Bombers,False
2024,13837,Zaire Franklin,LB,IDP,4.0,4000.0,,,,,148.0,27.0,,4,IDP1_1-6,IDP1_1-6,3,1,1,24.1,C-Town Chivalry,Pure Greatness,False
2024,12187,Tyler Lockett,WR,SKILL,4.0,4000.0,162.0,228.0,162.0,sf_ecr,3.7,1081.1,T7_150+,,,T7_150+,3,1,1,38.26,Blake Bombers,Hawks,False
2024,10775,Bobby Wagner,LB,IDP,2.0,2000.0,,,,,130.0,15.4,,10,IDP2_7-12,IDP2_7-12,2,0,1,34.68,Blake Bombers,The Long Haulers,False
2024,14147,Nick Bosa,DE,IDP,5.0,5000.0,,,,,132.0,37.9,,9,IDP2_7-12,IDP2_7-12,5,4,0,24.01,Pure Greatness,Pure Greatness,True
2024,12625,Ezekiel Elliott,RB,SKILL,11.0,11000.0,195.8,201.0,195.8,sf_ecr,-3.9,,T7_150+,,,T7_150+,9,3,5,48.98,Real Deal Creel,HammerTime 🔨 ⏰,False
2024,11674,Brandin Cooks,WR,SKILL,2.0,2000.0,190.4,229.0,190.4,sf_ecr,-12.3,,T7_150+,,,T7_150+,2,1,0,24.04,Real Deal Creel,Real Deal Creel,True
2024,14218,Bobby Okereke,LB,IDP,4.0,4000.0,,,,,101.5,39.4,,14,IDP3_13-24,IDP3_13-24,3,2,0,24.07,HammerTime 🔨 ⏰,HammerTime 🔨 ⏰,True
2024,14867,Cole Kmet,TE,SKILL,9.0,9000.0,136.6,203.0,136.6,sf_ecr,33.8,266.3,T6_101-150,,,T6_101-150,9,1,7,73.1,L.A. Looks,L.A. Looks,True
2024,15261,Chuba Hubbard,RB,SKILL,6.0,6000.0,174.4,209.0,174.4,sf_ecr,95.3,63.0,T7_150+,,,T7_150+,6,5,0,24.05,Sex Manther,Sex Manther,True
2024,14080,Devin Singletary,RB,SKILL,21.0,21000.0,136.9,151.0,136.9,sf_ecr,-9.2,,T6_101-150,,,T6_101-150,13,6,6,84.75,The Long Haulers,Gride,False
2024,14105,Marquise Brown,WR,SKILL,8.0,8000.0,115.7,199.0,115.7,sf_ecr,,,T6_101-150,,,T6_101-150,6,2,3,36.15,Hawks,Hawks,True
2024,14127,Jakobi Meyers,WR,SKILL,4.0,4000.0,146.2,200.0,146.2,sf_ecr,32.5,123.1,T6_101-150,,,T6_101-150,4,1,2,36.4,Hawks,L.A. Looks,False
2024,11938,Adam Thielen,WR,SKILL,3.0,3000.0,206.9,222.0,206.9,sf_ecr,62.7,47.8,T7_150+,,,T7_150+,3,2,0,24.09,CBP,CBP,True
2024,13146,James Conner,RB,SKILL,20.0,20000.0,129.9,70.0,129.9,sf_ecr,118.4,168.9,T6_101-150,,,T6_101-150,10,7,2,55.78,CBP,Sex Manther,False
2024,12686,Joey Bosa,DE,IDP,2.0,2000.0,,,,,30.5,65.6,,27,IDP4_25+,IDP4_25+,2,1,0,24.01,Blake Bombers,Blake Bombers,True
2024,13404,Austin Ekeler,RB,SKILL,16.0,16000.0,148.4,159.0,148.4,sf_ecr,26.1,613.0,T6_101-150,,,T6_101-150,9,4,4,57.04,Blake Bombers,Pure Greatness,False
2024,14833,Jerry Jeudy,WR,SKILL,3.0,3000.0,145.0,249.0,145.0,sf_ecr,72.7,41.3,T6_101-150,,,T6_101-150,3,2,0,24.13,Cleon Ca$h,Cleon Ca$h,True
2024,14148,Montez Sweat,DE,IDP,2.0,2000.0,,,,,3.0,666.7,,29,IDP4_25+,IDP4_25+,2,1,0,24.35,C-Town Chivalry,C-Town Chivalry,True
2024,13284,Trey Hendrickson,DE,IDP,3.0,3000.0,,,,,143.5,20.9,,5,IDP1_1-6,IDP1_1-6,3,2,0,24.39,C-Town Chivalry,C-Town Chivalry,True
2024,13696,Roquan Smith,LB,IDP,4.0,4000.0,,,,,128.5,31.1,,11,IDP2_7-12,IDP2_7-12,3,1,1,28.84,Pure Greatness,Cleon Ca$h,False
2024,13198,Myles Garrett,DE,IDP,9.0,9000.0,,,,,161.5,55.7,,2,IDP1_1-6,IDP1_1-6,7,4,2,58.62,Pure Greatness,Pure Greatness,True
2024,14249,Andrew Van Ginkel,DE,IDP,2.0,2000.0,,,,,181.0,11.0,,1,IDP1_1-6,IDP1_1-6,2,1,0,26.87,Gride,Gride,True
2024,13743,Fred Warner,LB,IDP,4.0,4000.0,,,,,137.5,29.1,,8,IDP2_7-12,IDP2_7-12,3,1,1,42.93,Gride,Hawks,False
2024,13813,Foyesade Oluokun,LB,IDP,5.0,5000.0,,,,,94.0,53.2,,16,IDP3_13-24,IDP3_13-24,4,2,1,46.19,HammerTime 🔨 ⏰,L.A. Looks,False
2024,14067,Gardner Minshew,QB,SKILL,5.0,5000.0,161.5,260.0,161.5,sf_ecr,-28.2,,T7_150+,,,T7_150+,5,1,3,62.22,The Long Haulers,Cleon Ca$h,False
2024,12616,Jacoby Brissett,QB,SKILL,3.0,3000.0,165.4,285.0,165.4,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,24.02,Real Deal Creel,Real Deal Creel,True
2024,11721,Khalil Mack,DE,IDP,2.0,2000.0,,,,,88.5,22.6,,20,IDP3_13-24,IDP3_13-24,2,1,0,24.15,CBP,CBP,True
2024,11232,DeAndre Hopkins,WR,SKILL,11.0,11000.0,130.9,189.0,130.9,sf_ecr,-0.0,,T6_101-150,,,T6_101-150,4,2,1,43.54,CBP,Real Deal Creel,False
2024,13189,Evan Engram,TE,SKILL,13.0,13000.0,98.2,84.0,98.2,sf_ecr,23.3,557.9,T5_76-100,,,T5_76-100,7,3,3,56.65,Sex Manther,L.A. Looks,False
2024,11671,Mike Evans,WR,SKILL,24.0,24000.0,81.8,34.0,81.8,sf_ecr,119.9,200.2,T5_76-100,,,T5_76-100,11,3,7,56.98,Sex Manther,Hawks,False
2024,14085,Tony Pollard,RB,SKILL,17.0,17000.0,94.4,115.0,94.4,sf_ecr,50.2,338.6,T5_76-100,,,T5_76-100,10,4,5,78.84,C-Town Chivalry,C-Town Chivalry,True
2024,12186,Stefon Diggs,WR,SKILL,16.0,16000.0,88.9,43.0,88.9,sf_ecr,56.0,285.7,T5_76-100,,,T5_76-100,5,1,3,42.23,Pure Greatness,Cleon Ca$h,False
2024,10703,Russell Wilson,QB,SKILL,7.0,7000.0,139.7,256.0,139.7,sf_ecr,-2.2,,T6_101-150,,,T6_101-150,6,3,2,24.33,The Long Haulers,Pure Greatness,False
2024,13132,Alvin Kamara,RB,SKILL,27.0,27000.0,96.3,42.0,96.3,sf_ecr,137.6,196.2,T5_76-100,,,T5_76-100,17,5,11,92.86,The Long Haulers,CBP,False
2024,14845,Gabriel Davis,WR,SKILL,4.0,4000.0,167.0,288.0,167.0,sf_ecr,-0.9,,T7_150+,,,T7_150+,3,2,0,24.01,Real Deal Creel,Real Deal Creel,True
2024,12447,Raheem Mostert,RB,SKILL,20.0,20000.0,156.6,107.0,156.6,sf_ecr,-6.8,,T7_150+,,,T7_150+,11,9,1,24.1,Blake Bombers,HammerTime 🔨 ⏰,False
2024,13319,Aaron Jones,RB,SKILL,10.0,10000.0,118.4,89.0,118.4,sf_ecr,72.4,138.1,T6_101-150,,,T6_101-150,6,4,1,33.89,Blake Bombers,L.A. Looks,False
2024,11675,Davante Adams,WR,SKILL,30.0,30000.0,76.3,20.0,76.3,sf_ecr,120.1,249.8,T5_76-100,,,T5_76-100,7,5,1,33.78,Cleon Ca$h,Pure Greatness,False
2024,14909,Antoine Winfield,S,IDP,4.0,4000.0,,,,,90.5,44.2,,19,IDP3_13-24,IDP3_13-24,3,2,0,24.03,Gride,Gride,True
2024,12801,Tyreek Hill,WR,SKILL,61.0,61000.0,31.6,3.0,31.6,sf_ecr,88.7,687.7,T3_26-50,,,T3_26-50,7,4,2,33.69,Cleon Ca$h,Sex Manther,False
2024,15418,Camryn Bynum,S,IDP,3.0,3000.0,,,,,82.0,36.6,,21,IDP3_13-24,IDP3_13-24,3,2,0,24.06,Gride,Gride,True
2025,12447,Raheem Mostert,RB,SKILL,2.0,2000.0,271.1,345.0,271.1,sf_ecr,0.0,,T7_150+,,,T7_150+,2,0,1,38.26,Real Deal Creel,Pure Greatness,False
2025,10413,Tyrod Taylor,QB,SKILL,2.0,2000.0,345.9,,345.9,sf_ecr,0.0,,T7_150+,,,T7_150+,2,1,0,25.17,Sex Manther,Sex Manther,True
2025,15889,Chigoziem Okonkwo,TE,SKILL,2.0,2000.0,206.1,296.0,206.1,sf_ecr,-7.7,,T7_150+,,,T7_150+,2,0,1,48.19,L.A. Looks,Real Deal Creel,False
2025,15292,Dyami Brown,WR,SKILL,4.0,4000.0,241.4,353.0,241.4,sf_ecr,0.0,,T7_150+,,,T7_150+,3,1,1,28.89,C-Town Chivalry,Sex Manther,False
